experiment_id,strategy,family,timeframe,universe,trades,trades_per_day,profit_pct,pf,max_dd_pct,status,recommendation_code,robustness_score,robustness_flags
20260220T181307Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-btc-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_LOPO_rm_BTC_USDT,25,0.06,0.21450982799999999,1.7098158595021564,0.24595993499999624,success,MORE_WALKFORWARD,,
20260220T181307Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-eth-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_LOPO_rm_ETH_USDT,24,0.06,0.22229147100000002,1.855299312166373,0.18216982699999562,success,MORE_WALKFORWARD,,
20260220T181307Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-paxg-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_LOPO_rm_PAXG_USDT,24,0.06,0.189519843,1.6042724405367061,0.2260311699999988,success,MORE_WALKFORWARD,,
20260220T181307Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-sol-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_LOPO_rm_SOL_USDT,25,0.06,0.138063476,1.4331847374943678,0.23111537700000329,success,MORE_WALKFORWARD,,
20260220T181307Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-xrp-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_LOPO_rm_XRP_USDT,26,0.07,0.19406330100000005,1.6014642650437032,0.24595993499999624,success,MORE_WALKFORWARD,,
20260220T181308Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-aave-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_LOPO_rm_AAVE_USDT,25,0.06,0.16731059000000004,1.5773310092946478,0.20219817299999931,success,MORE_WALKFORWARD,,
20260220T181308Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-ada-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_LOPO_rm_ADA_USDT,27,0.07,0.18315285199999998,1.5490820965293062,0.24595993499999624,success,MORE_WALKFORWARD,,
20260220T181308Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-arb-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_LOPO_rm_ARB_USDT,25,0.06,0.06317127000000002,1.1893839653232312,0.24595993499999624,success,MORE_WALKFORWARD,,
20260220T181308Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-bch-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_LOPO_rm_BCH_USDT,25,0.06,0.146445698,1.4704712487039975,0.22367255299999442,success,MORE_WALKFORWARD,,
20260220T181308Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-ltc-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_LOPO_rm_LTC_USDT,27,0.07,0.18315285199999998,1.5490820965293062,0.24595993499999624,success,MORE_WALKFORWARD,,
20260220T181308Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-op-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_LOPO_rm_OP_USDT,25,0.06,0.15959152599999998,1.5372264584426134,0.20946371100000077,success,MORE_WALKFORWARD,,
20260220T181308Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-snx-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_LOPO_rm_SNX_USDT,25,0.06,0.14438387600000002,1.462331882285919,0.24595993499999624,success,MORE_WALKFORWARD,,
20260220T181308Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-trx-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_LOPO_rm_TRX_USDT,22,0.06,0.242198777,1.8822758009027427,0.2109815219999973,success,MORE_WALKFORWARD,,
20260220T181308Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-effective-lopo-rm-uni-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_effective_LOPO_rm_UNI_USDT,27,0.07,0.18315285199999998,1.5490820965293062,0.24595993499999624,success,MORE_WALKFORWARD,,
20260220T181736Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-sanity,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_sanity,20,0.05,0.273555753,2.1250078575139217,0.2109815219999973,success,MORE_WALKFORWARD,100.0,
20260220T181818Z_strat03rsibbmeanreversion-v3c_1h_top20-mr1h-effective-sanity-refresh-20260220,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top20_mr1h_effective_sanity_refresh_20260220,34,0.09,0.140639995,1.2530298094331938,0.3585956549999992,success,MORE_WALKFORWARD,,
20260220T182843Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-a,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_WF_A,3,0.02,0.179915516,0.0,0.0,success,INCREASE_SAMPLE_SIZE,,
20260220T182843Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-b,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_WF_B,5,0.04,0.16124438000000002,8.58190529928998,0.02125138114696654,success,INCREASE_SAMPLE_SIZE,58.0,"TOO_CONCENTRATED_TOP3,PAIR_DEPENDENCY_RISK,LOW_SAMPLE"
20260220T182843Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-c,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_WF_C,2,0.02,0.11905208599999999,0.0,0.0,success,INCREASE_SAMPLE_SIZE,,
20260220T182843Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-d,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_WF_D,9,0.08,-0.17645731000000003,0.16363618800702365,0.2109815219999973,success,INCREASE_SAMPLE_SIZE,70.0,"PAIR_DEPENDENCY_RISK,LOW_SAMPLE"
20260220T182843Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-e,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_WF_E,7,0.06,0.151918527,3.4404100057073577,0.05134078199999976,success,BASELINE_CANDIDATE,,
20260220T182843Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-f,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_WF_F,7,0.06,0.173742431,3.4907168337287713,0.048488995000002436,success,BASELINE_CANDIDATE,,
20260220T182843Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-g,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_WF_G,8,0.07,-0.136719928,0.20160813678062212,0.17124413999999888,success,INCREASE_SAMPLE_SIZE,,
20260220T182843Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-h,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_WF_H,8,0.07,0.03570015,1.301358482878968,0.10755361300000459,success,BASELINE_CANDIDATE,,
20260220T182843Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-i,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_WF_I,6,0.05,0.091912981,2.476484553373732,0.05134078199999976,success,BASELINE_CANDIDATE,,
20260220T182843Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-j,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_WF_J,8,0.07,0.13487166299999997,2.70081844967398,0.06838764599999649,success,BASELINE_CANDIDATE,,
20260220T182844Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-k,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_WF_K,5,0.04,0.228711133,21.962577525452897,0.010903902735564219,success,BASELINE_CANDIDATE,,
20260220T182844Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-l,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_WF_L,6,0.05,0.222231426,11.449589786993936,0.02122593264074973,success,BASELINE_CANDIDATE,,
20260220T183544Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-fee-base-20260220,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_fee_base_20260220,20,0.05,0.273555753,2.1250078575139217,0.2109815219999973,success,MORE_WALKFORWARD,85.0,COST_FRAGILE
20260220T183544Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-fee-p25-20260220,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_fee_p25_20260220,20,0.05,0.25427737300000003,1.9854504038340202,0.2228750679999962,success,MORE_WALKFORWARD,,
20260220T183544Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-fee-p50-20260220,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_fee_p50_20260220,20,0.05,0.13634133299999998,1.4945666648089464,0.23476861399999507,success,MORE_WALKFORWARD,,
20260221T002935Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-m-ext,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_WF_M_EXT,6,0.05,0.222231426,11.449589786993936,0.02122593264074973,success,BASELINE_CANDIDATE,,
20260221T002935Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-n-ext,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_WF_N_EXT,5,0.04,0.16222588000000002,8.628056613532705,0.021238652400239585,success,BASELINE_CANDIDATE,,
20260221T002935Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-wf-o-ext,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_WF_O_EXT,5,0.04,0.16124438000000002,8.58190529928998,0.02125138114696654,success,BASELINE_CANDIDATE,,
20260221T003010Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-eth-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_LOPO_rm_ETH_USDT,17,0.04,0.312694372,2.844846567007367,0.13731869099999586,success,INCREASE_SAMPLE_SIZE,,
20260221T003050Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-eth-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_LOPO_rm_ETH_USDT,17,0.04,0.312694372,2.844846567007367,0.13731869099999586,success,INCREASE_SAMPLE_SIZE,,
20260221T003055Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-xrp-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_LOPO_rm_XRP_USDT,19,0.05,0.284466202,2.2248353597703407,0.2109815219999973,success,INCREASE_SAMPLE_SIZE,,
20260221T003059Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-sol-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_LOPO_rm_SOL_USDT,18,0.05,0.22846637699999997,2.0006655909191324,0.19613696400000435,success,INCREASE_SAMPLE_SIZE,,
20260221T003104Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-bnb-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_LOPO_rm_BNB_USDT,19,0.05,0.22353461700000002,1.9192941394705931,0.2109815219999973,success,INCREASE_SAMPLE_SIZE,,
20260221T003108Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-paxg-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_LOPO_rm_PAXG_USDT,17,0.04,0.27992274400000006,2.2539644567635255,0.19105275699999993,success,INCREASE_SAMPLE_SIZE,,
20260221T003113Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-arb-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_LOPO_rm_ARB_USDT,18,0.05,0.15357417099999998,1.6315792930378865,0.2109815219999973,success,INCREASE_SAMPLE_SIZE,,
20260221T003118Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-aave-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_LOPO_rm_AAVE_USDT,18,0.05,0.25771349099999996,2.2924628799593676,0.1672197600000004,success,INCREASE_SAMPLE_SIZE,,
20260221T003122Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-ltc-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_LOPO_rm_LTC_USDT,20,0.05,0.273555753,2.1250078575139217,0.2109815219999973,success,MORE_WALKFORWARD,,
20260221T003126Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-uni-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_LOPO_rm_UNI_USDT,20,0.05,0.273555753,2.1250078575139217,0.2109815219999973,success,MORE_WALKFORWARD,,
20260221T003131Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-snx-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_LOPO_rm_SNX_USDT,18,0.05,0.234786777,2.0581129904876097,0.2109815219999973,success,INCREASE_SAMPLE_SIZE,,
20260221T003135Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-op-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_LOPO_rm_OP_USDT,18,0.05,0.249994427,2.2096733960475223,0.17448529800000187,success,INCREASE_SAMPLE_SIZE,,
20260221T003139Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-ada-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_LOPO_rm_ADA_USDT,20,0.05,0.273555753,2.1250078575139217,0.2109815219999973,success,MORE_WALKFORWARD,,
20260221T003144Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-lopo-rm-bch-usdt,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_LOPO_rm_BCH_USDT,18,0.05,0.236848599,2.07233619349748,0.1886941399999955,success,INCREASE_SAMPLE_SIZE,,
20260221T003215Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-fee-p100-20260220,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_fee_p100_20260220,20,0.05,0.091759271,1.2975075616430527,0.258555707000005,success,MORE_WALKFORWARD,51.0,"TOO_CONCENTRATED_TOP1,TOO_CONCENTRATED_TOP3,PAIR_DEPENDENCY_RISK,COST_FRAGILE"
20260221T003215Z_strat03rsibbmeanreversion-v3c_1h_top15-mr1h-stable-candidate-fee-p75-20260220,Strat03RSIBBMeanReversion_v3c,mean_reversion,1h,top15_mr1h_stable_candidate_fee_p75_20260220,20,0.05,0.114050303,1.390512978574481,0.24666216000000532,success,MORE_WALKFORWARD,,
20260221T004946Z_strat19volcompressionbreakout-4h-v1_4h_top20-mr4h-effective-wf-a-ext,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top20_mr4h_effective_WF_A_EXT,78,0.64,1.2880213150000002,1.5851847370928065,0.432157030999997,success,INCREASE_SAMPLE_SIZE,,
20260221T004946Z_strat19volcompressionbreakout-4h-v1_4h_top20-mr4h-effective-wf-b-ext,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top20_mr4h_effective_WF_B_EXT,36,0.3,0.527986806,1.452155879153869,0.3412366246742771,success,INCREASE_SAMPLE_SIZE,,
20260221T004946Z_strat19volcompressionbreakout-4h-v1_4h_top20-mr4h-effective-wf4-ext,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top20_mr4h_effective_WF4_EXT,75,0.61,1.5839132800000002,1.7258532591756155,0.4157106625007719,success,INCREASE_SAMPLE_SIZE,,
20260221T012208Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-stable-candidate-wf-a,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top15_mr4h_stable_candidate_WF_A,64,0.53,2.3413358669999997,2.7969125965707917,0.28747990702508375,success,INCREASE_SAMPLE_SIZE,100.0,
20260221T012208Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-stable-candidate-wf-b,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top15_mr4h_stable_candidate_WF_B,32,0.26,0.9775667410000001,2.3615911775494878,0.3397193812347471,success,INCREASE_SAMPLE_SIZE,66.0,"TOO_CONCENTRATED_TOP1,TOO_CONCENTRATED_TOP3,PAIR_DEPENDENCY_RISK"
20260221T012208Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-stable-candidate-wf4,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top15_mr4h_stable_candidate_WF4,63,0.52,2.749534619,3.5418746706195545,0.2875009322422263,success,INCREASE_SAMPLE_SIZE,,
20260221T012208Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-stable-candidate,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top15_mr4h_stable_candidate,119,0.3,2.7433703350000007,1.967035638732286,0.640147490479991,success,RERUN_OR_DEBUG,100.0,"INFRA_FAIL_LOOKAHEAD,INFRA_FAIL_RECURSIVE,ROBUST_CANDIDATE"
20260221T012209Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-stable-candidate-fee100,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top15_mr4h_stable_candidate_fee100,117,0.3,1.9348986620000002,1.6030084459660852,0.9011457073382387,success,INCREASE_SAMPLE_SIZE,100.0,ROBUST_CANDIDATE
20260221T012209Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-stable-candidate-fee25,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top15_mr4h_stable_candidate_fee25,119,0.3,2.6556523939999996,1.913778152752965,0.6593553822039632,success,INCREASE_SAMPLE_SIZE,,
20260221T012209Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-stable-candidate-fee50,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top15_mr4h_stable_candidate_fee50,119,0.3,2.567934459,1.8629378375560084,0.678570636889143,success,INCREASE_SAMPLE_SIZE,,
20260221T012209Z_strat19volcompressionbreakout-4h-v1_4h_top15-mr4h-stable-candidate-fee75,Strat19VolCompressionBreakout_4h_v1,volatility_breakout,4h,top15_mr4h_stable_candidate_fee75,119,0.3,2.2619458490000004,1.7208946798504754,0.8795773843132454,success,INCREASE_SAMPLE_SIZE,,
